doi_origem,doi_referencia,titulo_referencia,ano_referencia,fontes,n_fontes
10.12688/f1000research.169927.1,10.1109/access.2025.3532800,Optimizing Security in IoT Ecosystems Using Hybrid Artificial Intelligence and Blockchain Models: A Scalable and Efficient Approach for Threat Detection.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.1007/978-3-031-74627-7_19,Exploring the Risks of General-Purpose AI: The Role of the Brain’s Reward Mechanism and Nearsighted Goals in Processes of Decision-Makings.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.1145/3712255.3726576,Explainable AI Based Diagnosis of Poisoning Attacks in Evolutionary Swarms.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.48550/arxiv.2504.21239,Memorization and Knowledge Injection in Gated LLMs.,2025,crossref;opencitations;s2,3
10.12688/f1000research.169927.1,10.48550/arxiv.2504.19793,Prompt Injection Attack to Tool Selection in LLM Agents.,2025,crossref;opencitations;s2,3
10.12688/f1000research.169927.1,10.48550/arxiv.2504.19956,Securing Agentic AI: A Comprehensive Threat Model and Mitigation Framework for Generative AI Agents.,2025,crossref;opencitations,2
10.12688/f1000research.169927.1,10.48550/arxiv.2504.19951,Securing GenAI Multi-Agent Systems Against Tool Squatting: A Zero Trust Registry-Based Approach.,2025,crossref;opencitations,2
10.12688/f1000research.169927.1,10.48550/arxiv.2504.21848,Characterizing AI Agents for Alignment and Governance.,2025,crossref;opencitations;s2,3
10.12688/f1000research.169927.1,10.48550/arxiv.2502.00289,"Agentic AI: Autonomy, Accountability, and the Algorithmic Society.",2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.48550/arxiv.2503.00164,"Transforming Cyber Defense: Harnessing Agentic and Frontier AI for Proactive, Ethical Threat Intelligence.",2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.1109/mis.2025.3544940,"The Rise of Agentic AI: Implications, Concerns, and the Path Forward.",2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.48550/arxiv.2502.01635,The AI Agent Index.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.5220/0013160300003890,Stateful Monitoring and Responsible Deployment of AI Agents.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.48550/arxiv.2502.13476,Integration of Agentic AI with 6G Networks for Mission-Critical Applications: Use-case and Challenges.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.1109/access.2025.3532853,Agentic AI: Autonomous Intelligence for Complex Goals—A Comprehensive Survey.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.48550/arxiv.2504.10277,RealHarm: A Collection of Real-World Language Model Application Failures.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.48550/arxiv.2503.19887,A proposal for an incident regime that tracks and counters threats to national security posed by AI systems.,2025,crossref;opencitations;s2,3
10.12688/f1000research.169927.1,10.48550/arxiv.2502.14143,Multi-Agent Risks from Advanced AI.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.48550/arxiv.2504.21034,SAGA: A Security Architecture for Governing AI Agentic Systems.,2025,crossref;opencitations;s2,3
10.12688/f1000research.169927.1,10.48550/arxiv.2504.09283,Semantic Commit: Helping Users Update Intent Specifications for AI Memory at Scale.,2025,crossref;openalex;opencitations,3
10.12688/f1000research.169927.1,10.48550/arxiv.2501.13956,Zep: A Temporal Knowledge Graph Architecture for Agent Memory.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.48550/arxiv.2504.06135,"Decentralizing AI Memory: SHIMI, a Semantic Hierarchical Memory Index for Scalable Agent Reasoning.",2025,crossref;opencitations;s2,3
10.12688/f1000research.169927.1,10.48550/arxiv.2503.22772,AI Family Integration Index (AFII): Benchmarking a New Global Readiness for AI as Family.,2025,crossref;openalex;opencitations;s2,4
10.12688/f1000research.169927.1,10.48550/arxiv.2503.06745,"Beyond Black-Box Benchmarking: Observability, Analytics, and Optimization of Agentic Systems.",2025,crossref;opencitations;s2,3
10.12688/f1000research.169927.1,10.48550/arxiv.2502.18836,REALM-Bench: A Real-World Planning Benchmark for LLMs and Multi-Agent Systems.,2025,crossref;opencitations;s2,3
10.12688/f1000research.169927.1,10.18653/v1/2025.acl-srw.40,LibVulnWatch: A Deep Assessment Agent System and Leaderboard for Uncovering Hidden Vulnerabilities in Open-Source AI Libraries,2025,openalex,1
10.12688/f1000research.169927.1,10.1016/j.inffus.2025.103599,"AI Agents vs. Agentic AI: A Conceptual Taxonomy, Applications and Challenges",2025,s2,1
10.12688/f1000research.169927.1,10.1109/icaic67076.2026.11395757,Agent Name Service (ANS): A Universal Directory for Secure AI Agent Discovery and Interoperability,2025,s2,1
10.12688/f1000research.169927.1,10.48550/arxiv.2505.08842,LibVulnWatch: A Deep Assessment Agent System and Leaderboard for Uncovering Hidden Vulnerabilities in Open-Source AI Libraries,2025,s2,1
10.12688/f1000research.169927.1,10.48550/arxiv.2505.06409,"Engineering Risk-Aware, Security-by-Design Frameworks for Assurance of Large-Scale Autonomous AI Models",2025,s2,1
10.12688/f1000research.169927.1,10.1109/ipdps65963.2026.00114,Empowering Scientific Workflows with Federated Agents,2025,s2,1
10.12688/f1000research.169927.1,10.48550/arxiv.2505.05177,MARK: Memory Augmented Refinement of Knowledge,2025,s2,1
10.12688/f1000research.169927.1,10.48550/arxiv.2505.03570,OSUniverse: Benchmark for Multimodal GUI-navigation AI Agents,2025,s2,1
10.12688/f1000research.169927.1,10.48550/arxiv.2505.02077,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,2025,s2,1
10.12688/f1000research.169927.1,10.48550/arxiv.2505.00472,UserCentrix: An Agentic Memory-augmented AI Framework for Smart Spaces,2025,s2,1
10.12688/f1000research.169927.1,10.1109/aixdke67294.2026.00022,Securing GenAI Multi-Agent Systems Against Tool Squatting: A Zero Trust Registry-Based Approach,2025,s2,1
10.12688/f1000research.169927.1,10.1109/acai68217.2025.11406310,Securing Agentic AI: A Comprehensive Threat Model and Mitigation Framework for Generative AI Agents,2025,s2,1
10.12688/f1000research.169927.1,10.1145/3746059.3747778,Semantic Commit: Helping Users Update Intent Specifications for AI Memory at Scale,2025,s2,1
10.12688/f1000research.169927.1,10.1145/3746027.3755646,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,2025,s2,1
10.12688/f1000research.169927.1,10.1007/978-3-032-16092-8_28,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,2026,openalex,1
10.12688/f1000research.169927.1,,Usercentrix: An agentic memory-augmented ai framework for smart spaces.,2025,crossref,1
10.12688/f1000research.169927.1,,UserCentrix: An Agentic Memory-augmented AI Framework for Smart Spaces.,May 2025,crossref,1
10.12688/f1000research.169927.1,,Open challenges in multi-agent security: Towards secure systems of interacting ai agents.,2025,crossref,1
10.12688/f1000research.169927.1,,Collaboration of AI Agents via Cooperative Multi-Agent Deep Reinforcement Learning.,Jun. 2019,crossref,1
10.12688/f1000research.169927.1,,Principal-Agent Reinforcement Learning: Orchestrating AI Agents with Contracts.,2024,crossref,1
10.12688/f1000research.169927.1,,Modeling theory of mind in multi-agent games using adaptive feedback control.,2019,crossref,1
10.12688/f1000research.169927.1,,An cognitive architectures and the construction of intelligent agents.,2024,crossref,1
10.12688/f1000research.169927.1,,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents.,May 2025,crossref,1
10.12688/f1000research.169927.1,,Real ai agents with fake memories: Fatal context manipulation attacks on web3 agents.,2025,crossref,1
10.12688/f1000research.169927.1,,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS.,2025,crossref,1
10.12688/f1000research.169927.1,,MELON: Provable Defense Against Indirect Prompt Injection Attacks in AI Agents.,2025,crossref,1
10.12688/f1000research.169927.1,,"Volitional non-malicious insider threats: At the intersection of COVID-19, WFH and cloud-facilitated shadow-apps.",2021,crossref,1
10.12688/f1000research.169927.1,,LibVulnWatch: A Deep Assessment Agent System and Leaderboard for Uncovering Hidden Vulnerabilities in Open-Source AI Libraries.,2025,crossref,1
10.12688/f1000research.169927.1,,"Engineering Risk-Aware, Security-by-Design Frameworks for Assurance of Large-Scale Autonomous AI Models.",2025,crossref,1
10.12688/f1000research.169927.1,,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability.,2025,crossref,1
10.12688/f1000research.169927.1,,The accountability fabric: A suite of semantic tools for managing ai system accountability and audit.,2021,crossref,1
10.12688/f1000research.169927.1,,Multi-agent online planning architecture for real-time compliance.,2023,crossref,1
10.12688/f1000research.169927.1,,Empowering Scientific Workflows with Federated Agents.,2025,crossref,1
10.12688/f1000research.169927.1,,SAGA: A Security Architecture for Governing AI Agentic Systems.,Apr. 2025,crossref,1
10.12688/f1000research.169927.1,,Consequences of misaligned AI.,2021,crossref,1
10.12688/f1000research.169927.1,,Expectation Alignment: Handling Reward Misspecification in the Presence of Expectation Mismatch.,2024,crossref,1
10.12688/f1000research.169927.1,,On the risks and benefits of episodic memory in AI agents.,2023,crossref,1
10.12688/f1000research.169927.1,,MARK: Memory Augmented Refinement of Knowledge.,May 2025,crossref,1
10.12688/f1000research.169927.1,,Making Transparency Clear: The Dual Importance of Explainability and Auditability.,"Sep. 09, 2023",crossref,1
10.12688/f1000research.169927.1,,Empowering Scientific Workflows with Federated Agents.,May 2025,crossref,1
10.12688/f1000research.169927.1,,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks.,Apr. 2025,crossref,1
10.12688/f1000research.169927.1,,Position: Technical research and talent is needed for effective AI governance.,2024,crossref,1
10.12688/f1000research.169927.1,,From homeostasis to resource sharing: Biologically and economically aligned multi-objective multi-agent AI safety benchmarks.,Jul. 2025,crossref,1
10.12688/f1000research.169927.1,,OSUniverse: Benchmark for Multimodal GUI-navigation AI Agents.,May 2025,crossref,1
10.12688/f1000research.169927.1,,"Volitional non-malicious insider threats: At the intersection of COVID-19, WFH and cloud-facilitated shadow-apps",2021,openalex,1
10.12688/f1000research.169927.1,,Making Transparency Clear: The Dual Importance of Explainability and Auditability.,2019,openalex,1
10.12688/f1000research.169927.1,,The Accountability Fabric: A Suite of Semantic Tools For Managing AI System Accountability and Audit,2021,openalex,1
10.12688/f1000research.169927.1,,Multi-agent Online Planning Architecture for Real-time Compliance,2023,openalex,1
10.12688/f1000research.169927.1,,Real AI Agents with Fake Memories: Fatal Context Manipulation Attacks on Web3 Agents,2025,s2,1
10.12688/f1000research.169927.1,,MELON: Provable Defense Against Indirect Prompt Injection Attacks in AI Agents,2025,s2,1
10.12688/f1000research.169927.1,,From homeostasis to resource sharing: Biologically and economically aligned multi-objective multi-agent gridworld-based AI safety benchmarks,2024,s2,1
10.12688/f1000research.169927.1,,Principal-Agent Reinforcement Learning: Orchestrating AI Agents with Contracts,2024,s2,1
10.12688/f1000research.169927.1,,Can We Trust Embodied Agents? Exploring Backdoor Attacks against Embodied LLM-Based Decision-Making Systems,2024,s2,1
10.12688/f1000research.169927.1,,Consequences of Misaligned AI,2021,s2,1
10.12688/f1000research.169927.1,,Collaboration of AI Agents via Cooperative Multi-Agent Deep Reinforcement Learning,2019,s2,1
10.12688/f1000research.169927.1,,Modeling Theory of Mind in Multi-Agent Games Using Adaptive Feedback Control,2019,s2,1
10.12688/f1000research.169927.1,,Position: Technical Research and Talent is Needed for Effective AI Governance,2024,s2,1
10.12688/f1000research.169927.1,,On the risks and benefits of episodic memory in AI agents,2023,s2,1
10.12688/f1000research.169927.1,,Multi-agent Online Planning Architecture for Real-time Compliance,2023,s2,1
10.12688/f1000research.169927.1,,The Accountability Fabric: A Suite of Semantic Tools For Managing AI System Accountability and Audit,2021,s2,1
10.12688/f1000research.169927.1,,"Volitional Non-Malicious Insider Threats: At The Intersection of COVID-19, WFH and Cloud-Facilitated Shadow-Apps",2021,s2,1
10.12688/f1000research.169927.1,,Making Transparency Clear: The Dual Importance of Explainability and Auditability,2019,s2,1
10.12688/f1000research.169927.1,,Cognitive Architectures and the Construction of Intelligent Agents,2004,s2,1
10.1016/j.array.2025.100399,10.1016/j.im.2019.103174 10.17170/kobra-202011042075 10.5167/uzh-173358,,,opencitations,1
10.1016/j.array.2025.100399,10.1109/cdc.2001.981108,Hierarchical system architecture for multi-agent multi-modal systems,2001,s2,1
10.1016/j.array.2025.100399,10.1109/.2001.981108,Hierarchical system architecture for multi-agent multi-modal systems,2002,openalex,1
10.1016/j.array.2025.100399,10.1201/9781351251389-4,The Ethics of Artificial Intelligence,2018,openalex,1
10.1016/j.array.2025.100399,10.1016/j.bushor.2018.08.004,"Siri, Siri, in my hand: who's the fairest in the land? On the interpretations, illustrations, and implications of artificial intelligence",2019,crossref;openalex;opencitations;s2,4
10.1016/j.array.2025.100399,10.7717/peerj-cs.210,Pay attention and you won't lose it: a deep learning approach to sequence imputation,2019,crossref;openalex;opencitations;s2,4
10.1016/j.array.2025.100399,10.1002/widm.1312,Causability and explainability of artificial intelligence in medicine,2019,openalex;s2,2
10.1016/j.array.2025.100399,10.1145/3290605.3300233,Guidelines for Human-AI Interaction,2019,openalex;s2,2
10.1016/j.array.2025.100399,10.1007/978-3-030-27878-6_5,The Framework for Designing Autonomous Cyber-Physical Multi-agent Systems for Adaptive Resource Management,2019,openalex,1
10.1016/j.array.2025.100399,10.1007/978-3-030-27878-6,Industrial Applications of Holonic and Multi-Agent Systems,2019,openalex;s2,2
10.1016/j.array.2025.100399,10.1561/2200000083,Advances and Open Problems in Federated Learning,2019,s2,1
10.1016/j.array.2025.100399,10.1016/j.im.2019.103174,Machines as teammates: a research agenda on AI in team collaboration,2020,crossref;openalex;s2,3
10.1016/j.array.2025.100399,10.1109/msp.2020.2975749,"Federated learning: challenges, methods, and future directions",2020,crossref;openalex;opencitations;s2,4
10.1016/j.array.2025.100399,10.1080/00207543.2021.1966540,AI-based decision making: combining strategies to improve operational performance,2022,crossref;openalex;opencitations;s2,4
10.1016/j.array.2025.100399,10.1007/s10257-022-00562-7,Formal and relational governance of artificial intelligence outsourcing,2022,crossref;openalex;opencitations;s2,4
10.1016/j.array.2025.100399,10.3389/fpsyg.2022.920625,A sustainable artificial intelligence facilities management outsourcing relations system: case studies,2022,crossref;openalex;opencitations;s2,4
10.1016/j.array.2025.100399,10.3390/healthcare10122493,Economics of Artificial Intelligence in Healthcare: Diagnosis vs. Treatment,2022,openalex;s2,2
